C1,C2,C3,C4,P
0.9651,0.29359999999999997,0.5367999999999999,0.4053,0
0.5041,0.0311,0.5312,0.681,1
0.2752,0.6442,0.8658,0.5636,1
0.6248,0.0979,0.592,0.7804,0
0.9967,0.6588,0.5479,0.8354,0
0.9882,0.9863,0.2429,0.0994,1
0.0576,0.7759,0.0955,0.7821,0
0.2894,0.9561999999999999,0.2079,0.3925,0
0.488,0.2183,0.042800000000000005,0.048299999999999996,1
0.2333,0.6303,0.0045000000000000005,0.4928,0
0.6847,0.3822,0.0872,0.4865,1
0.056499999999999995,0.34809999999999997,0.6116,0.4105,1
0.23509999999999998,0.3039,0.10350000000000001,0.2812,0
0.8465,0.8636,0.6566,0.7833,1
0.7676000000000001,0.6778,0.5486,0.4799,0
0.15710000000000002,0.2797,0.4239,0.6846,1
0.2744,0.3744,0.3258,0.9832,1
0.8538,0.9829,0.1206,0.45489999999999997,0
0.4909,0.9175,0.13240000000000002,0.9659,1
0.21400000000000002,0.7399,0.8677,0.6593,0
0.2121,0.9185,0.6845,0.9068,1
0.053599999999999995,0.049100000000000005,0.8315,0.4924,0
0.872,0.038099999999999995,0.9763999999999999,0.8915,1
0.0548,0.3025,0.7533,0.9559,0
0.32430000000000003,0.648,0.9162,0.6157,1
0.5298,0.30410000000000004,0.8972,0.9126,0
0.5198,0.9981,0.2548,0.5678,1
0.5702,0.2187,0.0895,0.6883,0
0.6984,0.3611,0.7211,0.19669999999999999,0
0.9057999999999999,0.07869999999999999,0.0968,0.2333,0
0.7884,0.3211,0.6674,0.4813,1
0.8219,0.5633,0.0597,0.9853000000000001,1
0.9345,0.1032,0.3335,0.21039999999999998,1
0.1718,0.883,0.0808,0.47909999999999997,1
0.4689,0.5948,0.0431,0.4544,1
0.8595,0.2536,0.35050000000000003,0.4409,0
0.17670000000000002,0.5061,0.264,0.16399999999999998,0
0.1669,0.6196,0.388,0.5702,1
0.41500000000000004,0.9315,0.4814,0.5659,0
0.951,0.006,0.0717,0.4671,1
0.494,0.4326,0.2607,0.044300000000000006,1
0.048100000000000004,0.1126,0.14040000000000002,0.1935,1
0.7468,0.6422,0.7104,0.4914,0
0.186,0.547,0.7551,0.7696000000000001,1
0.8804,0.3065,0.7941,0.6933,0
0.3291,0.3923,0.5311,0.5025999999999999,0
0.5265,0.6292,0.5853,0.1738,0
0.6579,0.6452,0.172,0.4212,0
0.3927,0.7563,0.6133,0.0636,0
0.3201,0.4286,0.4678,0.2444,0
0.0513,0.25170000000000003,0.9028,0.9841,0
0.6814,0.7803,0.9558,0.25429999999999997,1
0.19729999999999998,0.4528,0.1763,0.6374,0
0.05,0.2525,0.9843999999999999,0.16049999999999998,1
0.1583,0.6662,0.9594,0.783,1
0.7535000000000001,0.5162,0.2692,0.5451,1
0.5437,0.2671,0.0037,0.5448999999999999,0
0.0052,0.6595,0.2857,0.7603,1
0.1849,0.8982,0.527,0.5424,1
0.21439999999999998,0.8936999999999999,0.0038,0.21289999999999998,0
0.9357,0.13090000000000002,0.2583,0.1673,1
0.2646,0.9336,0.5367999999999999,0.8148,1
0.4797,0.14679999999999999,0.17259999999999998,0.4384,1
0.8153,0.4102,0.2508,0.0069,1
0.0187,0.2249,0.0991,0.25939999999999996,0
0.8642,0.2863,0.7617,0.16649999999999998,0
0.6093999999999999,0.07830000000000001,0.0983,0.5747,1
0.6505,0.4018,0.030600000000000002,0.4023,0
0.9538,0.377,0.6134,0.8766,1
0.4737,0.9489,0.4638,0.7055,1
0.6543,0.1101,0.9267,0.7474000000000001,1
0.1604,0.8951,0.5195,0.1802,0
0.2966,0.7974,0.3744,0.6422,1
0.7151,0.1123,0.8309,0.6078,1
0.23870000000000002,0.9419,0.1076,0.9108,1
0.1628,0.2445,0.2626,0.9115,1
0.6525,0.5301,0.9283,0.1397,1
0.7081999999999999,0.15389999999999998,0.6401,0.1845,0
0.18980000000000002,0.835,0.8716,0.25470000000000004,1
0.1191,0.12129999999999999,0.1101,0.8201,0
0.6255,0.24980000000000002,0.7594,0.4649,0
0.6723,0.8434,0.22349999999999998,0.9385,1
0.9696,0.3961,0.9077,0.053500000000000006,1
0.0933,0.6723,0.8665,0.7457,0
0.832,0.2827,0.5351,0.22399999999999998,1
0.6685,0.4696,0.10930000000000001,0.677,1
0.2753,0.8681,0.1885,0.6962,1
0.1094,0.9121,0.8894,0.1805,1
0.998,0.9808,0.6812,0.5118,0
0.8121,0.07830000000000001,0.2015,0.7779,1
0.45089999999999997,0.1822,0.6201,0.5594,1
0.8656,0.6677,0.128,0.602,1
0.4103,0.8281000000000001,0.5882000000000001,0.6557,0
0.5402,0.2646,0.6107,0.957,1
0.607,0.2748,0.4435,0.6313,0
0.011800000000000001,0.6402,0.3379,0.5733,0
0.23970000000000002,0.9072,0.0,0.7605999999999999,1
0.7634,0.20879999999999999,0.5009,0.13319999999999999,1
0.5909,0.4245,0.5601,0.0485,0
0.4472,0.401,0.4618,0.3365,1
0.5069,0.6067,0.3851,0.3398,1
0.9858,0.8989,0.5632,0.24130000000000001,1
0.20279999999999998,0.6113,0.2108,0.9547,1
0.34550000000000003,0.3885,0.4134,0.8683,0
0.7109,0.6960999999999999,0.3407,0.5669,0
0.7246,0.7306,0.982,0.0877,1
0.3032,0.15289999999999998,0.6821,0.34240000000000004,1
0.864,0.22160000000000002,0.7536,0.623,1
0.3879,0.1493,0.33240000000000003,0.9339999999999999,1
0.8112,0.9262,0.0057,0.5984,1
0.7041999999999999,0.12179999999999999,0.9651,0.7866,1
0.745,0.8966000000000001,0.9967,0.435,1
0.122,0.344,0.31779999999999997,0.3519,0
0.406,0.4637,0.48560000000000003,0.0562,1
0.991,0.2973,0.5447,0.2319,1
0.2646,0.6842,0.5347999999999999,0.3024,1
0.7758,0.5172,0.0563,0.9762,0
0.8092,0.4579,0.9956,0.1745,0
0.6671,0.6559,0.7433,0.24209999999999998,0
0.2379,0.7922,0.4194,0.0259,0
0.9615,0.6044,0.15589999999999998,0.2953,1
0.39849999999999997,0.1839,0.3974,0.1065,0
0.2687,0.6546,0.2948,0.3732,1
0.0358,0.111,0.488,0.9244,1
0.0216,0.842,0.1568,0.2662,1
0.27790000000000004,0.18619999999999998,0.9631,0.7358,0
0.3411,0.8102,0.0763,0.5795,1
0.8226,0.6079,0.5736,0.1007,0
0.038000000000000006,0.7626999999999999,0.2039,0.5309,1
0.4672,0.16299999999999998,0.4189,0.8476,1
0.4235,0.32930000000000004,0.17120000000000002,0.8130999999999999,1
0.4686,0.1875,0.7862,0.9799,0
0.6409,0.4609,0.1074,0.0015,0
0.7155,0.5680000000000001,0.5236000000000001,0.0271,1
0.4361,0.7922,0.6904,0.2272,0
0.8479,0.0827,0.1038,0.0925,0
0.6348,0.2589,0.8442000000000001,0.3467,0
0.2714,0.12079999999999999,0.0448,0.3837,0
0.1133,0.1456,0.0282,0.6429,0
0.4754,0.0951,0.7622,0.3255,1
0.7129,0.1512,0.799,0.1663,1
0.19,0.6682,0.2462,0.4471,1
0.3785,0.5065,0.47709999999999997,0.1899,0
0.6926,0.24919999999999998,0.1805,0.1147,1
0.7784,0.6574,0.29669999999999996,0.8887,0
0.0106,0.086,0.24880000000000002,0.8353,1
0.8045,0.533,0.3784,0.28159999999999996,1
0.8573999999999999,0.6779,0.4118,0.2986,0
0.6426000000000001,0.9614,0.22799999999999998,0.6752,1
0.8859,0.1643,0.8801,0.5396,1
0.5545,0.36419999999999997,0.2341,0.3337,0
0.24609999999999999,0.8056,0.3564,0.61,1
0.1198,0.4656,0.8163,0.8689,1
0.4955,0.6676,0.8747,0.9262,0
0.4474,0.3842,0.45530000000000004,0.8879,0
0.6234999999999999,0.1446,0.2274,0.0245,0
0.7867999999999999,0.1409,0.8295,0.7701,0
0.3255,0.009899999999999999,0.5374,0.8014,0
0.0427,0.31420000000000003,0.6744,0.049699999999999994,1
0.6898,0.2728,0.004200000000000001,0.4407,1
0.9295,0.2988,0.7859,0.7767999999999999,1
0.1456,0.23720000000000002,0.23609999999999998,0.1372,0
0.8895,0.38539999999999996,0.7948,0.4007,0
0.8593,0.8064,0.8651,0.4147,0
0.4426,0.6666,0.9547,0.1718,1
0.7669,0.2592,0.33299999999999996,0.3069,0
0.3338,0.5981,0.2057,0.7966,0
0.0795,0.43720000000000003,0.8361000000000001,0.9198,1
0.7053,0.8936999999999999,0.2037,0.0952,0
0.4118,0.5202,0.4222,0.9261,0
0.5281,0.31989999999999996,0.837,0.7089,0
0.6472,0.3487,0.14279999999999998,0.35660000000000003,1
0.6998,0.8676,0.9927,0.48460000000000003,0
0.2773,0.5516,0.9821,0.6485,0
0.5397,0.7271,0.9793000000000001,0.0229,1
0.2281,0.5779,0.006500000000000001,0.28400000000000003,0
0.8939,0.4694,0.0649,0.0195,1
0.1256,0.0979,0.8109,0.5138,0
0.7,0.8439,0.0471,0.4501,1
0.5376,0.1397,0.8705,0.5948,1
0.6564,0.6471,0.6371,0.35550000000000004,1
0.9819,0.7559,0.8538,0.694,1
0.5905,0.1819,0.708,0.967,0
0.3895,0.9797,0.2955,0.1085,1
0.2253,0.9356,0.13790000000000002,0.18130000000000002,1
0.2734,0.32,0.2889,0.7378,0
0.3105,0.23509999999999998,0.0562,0.9382,1
0.0699,0.07239999999999999,0.0132,0.8034,1
0.4975,0.8027,0.7971,0.8871,0
0.9893,0.2751,0.9826,0.6596,0
0.9194,0.3345,0.7543,0.8369,1
0.2429,0.2306,0.875,0.16199999999999998,0
0.16099999999999998,0.4492,0.635,0.8755999999999999,1
0.6969,0.1266,0.6791,0.4706,1
0.2,0.6139,0.3207,0.7196,0
0.8455,0.443,0.6852,0.35,0
0.9371,0.9435,0.6532,0.8044,1
0.4919,0.5115000000000001,0.5366,0.00039999999999999996,0
0.13629999999999998,0.0941,0.9873000000000001,0.8684000000000001,0
0.6785,0.8054,0.1567,0.20450000000000002,0
0.9547,0.8177,0.2781,0.2922,1
0.2193,0.2804,0.8743,0.1061,0
0.7496,0.137,0.8028,0.2586,1
0.6508,0.3638,0.4768,0.2512,1
0.5233,0.5057,0.3569,0.8754,1
0.5426,0.9916,0.24230000000000002,0.6166,0
0.18969999999999998,0.7742,0.9099,0.7626999999999999,1
0.8834,0.4333,0.22249999999999998,0.22560000000000002,0
0.8271999999999999,0.251,0.2581,0.2504,0
0.6971,0.51,0.1789,0.6109,0
0.22360000000000002,0.6644,0.1688,0.25170000000000003,1
0.131,0.2117,0.6127,0.8192,0
0.3076,0.3647,0.8757,0.0854,0
0.0068000000000000005,0.6511,0.26739999999999997,0.8758,1
0.5166999999999999,0.6831,0.5553,0.0021999999999999997,1
0.2281,0.7518,0.3361,0.6244000000000001,1
0.7542,0.9604,0.5898,0.9387,0
0.498,0.0621,0.3568,0.6433,0
0.35209999999999997,0.3984,0.008199999999999999,0.0708,1
0.5153,0.6113999999999999,0.4427,0.5001,0
0.3758,0.5466,0.48219999999999996,0.0663,1
0.1911,0.7807,0.059399999999999994,0.9528,0
0.6812,0.9372,0.6523,0.5458000000000001,0
0.45489999999999997,0.7447,0.037599999999999995,0.831,0
0.367,0.1055,0.3603,0.1572,1
0.904,0.16449999999999998,0.887,0.238,0
0.6507000000000001,0.9954000000000001,0.5719,0.8353,0
0.8918,0.4541,0.7646999999999999,0.4033,0
0.7441,0.5355,0.3876,0.2781,1
0.6465,0.13090000000000002,0.6425,0.9846,0
0.0007,0.9962,0.5615,0.4031,0
0.6658,0.4662,0.3195,0.8692,0
0.4668,0.5886,0.373,0.5649,1
0.9410000000000001,0.8994,0.9257,0.5572,0
0.9783999999999999,0.6503,0.5296,0.6125,1
0.5344,0.4512,0.4788,0.022699999999999998,0
0.1169,0.6795,0.02,0.4457,0
0.6485,0.6784,0.8707,0.5427,0
0.6611,0.4218,0.4799,0.5869,0
0.6116,0.5493,0.3849,0.3605,1
0.6527000000000001,0.1968,0.6852,0.43,1
0.13390000000000002,0.9865,0.47550000000000003,0.2082,0
0.8346,0.654,0.2476,0.2484,1
0.7798,0.7232000000000001,0.0745,0.6488,1
0.009000000000000001,0.1943,0.4476,0.7492,1
0.8522,0.5515,0.138,0.9211,0
0.8198,0.35860000000000003,0.4153,0.9452,0
0.7827,0.00030000000000000003,0.4878,0.4702,1
0.5623,0.5919,0.5407,0.38480000000000003,0
0.6869000000000001,0.9763999999999999,0.2621,0.628,1
0.8936999999999999,0.9228000000000001,0.0849,0.3257,0
0.9552,0.9238999999999999,0.4492,0.9728,1
0.7303,0.26439999999999997,0.44530000000000003,0.2677,1
0.6237,0.616,0.046,0.7417,0
0.19740000000000002,0.23759999999999998,0.4306,0.3721,1
0.7986,0.7773,0.3552,0.2939,0
0.2258,0.6478,0.1971,0.6846,1
0.5906,0.3539,0.8176,0.033,0
0.2782,0.0013,0.2101,0.7518,1
0.8568,0.3992,0.5593,0.3816,0
0.734,0.7415,0.7069,0.1774,0
0.5471,0.2218,0.5283,0.37470000000000003,1
0.6573,0.2027,0.6575,0.8973,0
0.6009,0.6551,0.6917,0.1861,1
0.0335,0.6354,0.14700000000000002,0.4694,1
0.1542,0.0524,0.2708,0.4364,1
0.0703,0.037099999999999994,0.4369,0.4753,1
0.27990000000000004,0.8822,0.40249999999999997,0.4444,0
0.8288,0.9410000000000001,0.7015,0.2039,1
0.6072,0.6084,0.9319,0.6768,0
0.2736,0.7594,0.5791999999999999,0.15439999999999998,1
0.9444,0.8742,0.2656,0.5299,0
0.8166,0.7555000000000001,0.2344,0.5311,0
0.4637,0.8769,0.3449,0.23149999999999998,0
0.5613,0.2288,0.5798,0.8316,1
0.0986,0.2218,0.8331,0.09079999999999999,1
0.7529,0.0366,0.6741,0.8275,0
0.5481,0.4722,0.5554,0.5447,0
0.3876,0.1469,0.0832,0.7287,1
0.6909,0.0756,0.07730000000000001,0.4485,0
0.5413,0.5194,0.1654,0.0833,1
0.26580000000000004,0.3385,0.061700000000000005,0.841,1
0.7394000000000001,0.24659999999999999,0.8285,0.0172,0
0.3967,0.6481,0.7088,0.9802,1
0.6128,0.5512,0.2914,0.7433,1
0.9075,0.19240000000000002,0.14529999999999998,0.7861,1
0.15239999999999998,0.9317,0.7836,0.8834,1
0.403,0.0205,0.10969999999999999,0.9573,0
0.11560000000000001,0.4764,0.9131,0.0356,1
0.7775,0.3986,0.6534,0.9335,0
0.5166999999999999,0.125,0.6428,0.193,0
0.1501,0.07189999999999999,0.8692,0.5626,0
0.6845,0.44689999999999996,0.4313,0.0747,0
0.22660000000000002,0.2183,0.8476,0.8056,0
0.06559999999999999,0.3252,0.113,0.1649,1
0.7388,0.5954,0.1607,0.0586,1
0.8104,0.7902,0.5175,0.27190000000000003,1
0.922,0.6231,0.1809,0.7056,1
0.1925,0.1291,0.6664,0.7164,1
0.9588,0.9198999999999999,0.4476,0.3307,1
0.07819999999999999,0.31179999999999997,0.618,0.841,1
0.9366,0.11560000000000001,0.1179,0.6089,0
0.9904,0.7225,0.683,0.3869,1
0.14700000000000002,0.6018,0.2577,0.2763,1
0.7932,0.1618,0.7798,0.432,0
0.4895,0.24680000000000002,0.3598,0.7313000000000001,1
0.6574,0.0924,0.1604,0.0029,0
0.3305,0.0045000000000000005,0.013000000000000001,0.7638,0
0.7661,0.1446,0.6003000000000001,0.17909999999999998,1
0.4196,0.774,0.0883,0.6218,1
0.1654,0.9656,0.4158,0.4934,1
0.3638,0.8316,0.15389999999999998,0.1333,0
0.275,0.6005,0.3509,0.6980999999999999,0
0.7245,0.6482,0.0924,0.877,1
0.8334,0.7282,0.45640000000000003,0.5154,1
0.0148,0.9296,0.045899999999999996,0.4626,0
0.4742,0.2374,0.5756,0.8184,0
0.7467,0.2743,0.8901,0.8262,1
0.7021,0.8275,0.944,0.8008,0
0.20929999999999999,0.9278,0.40700000000000003,0.0697,0
0.7709,0.543,0.7151,0.08410000000000001,1
0.8389,0.7342,0.2082,0.7831,1
0.8535,0.4133,0.929,0.3837,0
0.8879,0.5306,0.2447,0.9759,1
0.9362,0.6551,0.5578,0.3105,1
0.5909,0.9154,0.4354,0.7129,1
0.07050000000000001,0.22,0.7806,0.1189,1
0.1856,0.5295,0.5397,0.3019,1
0.9737,0.8194,0.5676,0.7296,0
0.95,0.7351,0.9097,0.4124,0
0.4797,0.9445,0.9878,0.15200000000000002,0
0.8884,0.8503000000000001,0.1654,0.8182,1
0.011800000000000001,0.8136,0.3901,0.512,1
0.8163,0.9025,0.15439999999999998,0.5501,1
0.0742,0.6241,0.7582,0.25029999999999997,0
0.3756,0.20290000000000002,0.782,0.1244,1
0.7412,0.9671,0.0871,0.6974,0
0.9456,0.9097999999999999,0.4266,0.1647,1
0.2585,0.7673,0.5892,0.1558,0
0.504,0.14939999999999998,0.692,0.1789,1
0.1674,0.6546,0.9017,0.8221,0
0.2425,0.1941,0.1901,0.4688,1
0.8121,0.24259999999999998,0.2383,0.3694,0
0.14179999999999998,0.6571,0.8965,0.1517,1
0.6958,0.3929,0.6026,0.7753,0
0.7736000000000001,0.6607000000000001,0.37670000000000003,0.0572,1
0.9151,0.1779,0.7676000000000001,0.0276,1
0.3084,0.45289999999999997,0.8403,0.8234,0
0.821,0.9193,0.7101,0.673,0
0.0857,0.0102,0.55,0.8643,1
0.13,0.3758,0.5891,0.7801,0
0.1271,0.7452,0.5843,0.0026,0
0.9387,0.8818,0.15460000000000002,0.7811,0
0.6585,0.5596,0.3332,0.47250000000000003,0
0.48619999999999997,0.9974000000000001,0.6857,0.8311999999999999,1
0.0495,0.1306,0.3927,0.6847,0
0.049600000000000005,0.0183,0.16670000000000001,0.7754,0
0.575,0.5004,0.7154,0.6145,0
0.0591,0.5195,0.4341,0.5519000000000001,1
0.0553,0.7502,0.9742,0.925,0
0.3761,0.9544,0.4517,0.8725,1
0.7426,0.7831,0.0999,0.9719,1
0.6905,0.2187,0.7054,0.3255,0
0.7883,0.0138,0.8653,0.6472,0
0.1598,0.0001,0.9479,0.6169,0
0.2442,0.0717,0.20650000000000002,0.614,0
0.7436,0.6859,0.16920000000000002,0.5355,1
0.8327,0.4566,0.6932,0.8629,1
0.15999999999999998,0.5712,0.7204,0.3599,1
0.6541,0.45799999999999996,0.1928,0.6759999999999999,1
0.0377,0.1264,0.9769,0.8565,0
0.5884,0.5465,0.3075,0.0214,0
0.6229,0.1176,0.7902,0.7148,0
0.3998,0.8773,0.6058,0.12519999999999998,0
0.35660000000000003,0.4474,0.24980000000000002,0.25739999999999996,1
0.45130000000000003,0.5068,0.0191,0.4647,0
0.7409,0.685,0.9505,0.5239,0
0.5001,0.4178,0.0292,0.7106,0
0.17609999999999998,0.3891,0.0482,0.3789,1
0.2566,0.472,0.4329,0.2101,0
0.8714,0.4908,0.87,0.1227,1
0.2651,0.9645,0.5377,0.4456,1
0.5039,0.2021,0.7472,0.1928,0
0.1913,0.5425,0.6154999999999999,0.532,0
0.0348,0.1409,0.034600000000000006,0.9361,0
0.7857000000000001,0.8683,0.32330000000000003,0.2203,0
0.9779,0.6242,0.9941,0.1061,0
0.6335999999999999,0.5545,0.5828,0.0665,0
0.4607,0.3688,0.3281,0.6913,0
0.2992,0.5837,0.1055,0.39139999999999997,1
0.6161,0.16310000000000002,0.675,0.9177,0
0.6255,0.6319,0.3487,0.4112,1
0.2031,0.42369999999999997,0.3022,0.7843,0
0.7589,0.4639,0.1896,0.4476,0
0.8634,0.9355,0.5644,0.2893,1
0.9364,0.8363,0.0213,0.4429,0
0.0926,0.48819999999999997,0.4381,0.5824,1
0.1926,0.15710000000000002,0.28559999999999997,0.0975,1
0.8294,0.5698,0.5846,0.6401,1
0.9241,0.4814,0.6861,0.8254,0
0.5459,0.7534,0.9480999999999999,0.7012,0
0.6812,0.2939,0.45230000000000004,0.3786,0
0.8625,0.9237,0.8516,0.6254,0
0.6508,0.9292,0.063,0.4313,1
0.0027,0.030199999999999998,0.9204,0.5376,0
0.0382,0.4077,0.778,0.6341,1
0.854,0.6222,0.9302,0.6098,1
0.9605,0.9325,0.1775,0.6484,0
0.008199999999999999,0.0278,0.8559,0.5975,1
0.5244,0.2794,0.6628000000000001,0.4555,0
0.9163,0.6693,0.9786,0.7942,1
0.4752,0.8423,0.5321,0.7956,1
0.21150000000000002,0.6744,0.8996999999999999,0.4004,0
0.1779,0.1482,0.8146,0.9394,1
0.3317,0.6373,0.7036,0.9077,1
0.7174,0.24459999999999998,0.5178,0.1194,0
0.8,0.1134,0.3156,0.9982,1
0.5923,0.4794,0.32330000000000003,0.8548,1
0.9145,0.1879,0.30569999999999997,0.6239,0
0.8145,0.8442000000000001,0.0537,0.0944,0
0.13779999999999998,0.2506,0.0075,0.3922,0
0.2254,0.23049999999999998,0.4244,0.5694,0
0.181,0.9287,0.8383,0.1127,1
0.494,0.6619,0.692,0.0,0
0.6293,0.9833000000000001,0.1355,0.3835,1
0.5690999999999999,0.808,0.8182,0.8326,1
0.9734,0.8589,0.6566,0.3859,0
0.3252,0.8602,0.6778,0.9963,0
0.0761,0.489,0.12919999999999998,0.6427,0
0.7646999999999999,0.1548,0.6552,0.7629,0
0.4306,0.9088,0.8833,0.3492,0
0.4144,0.7662,0.7019,0.1718,0
0.0482,0.2034,0.6492,0.0332,0
0.493,0.6613,0.5522,0.636,1
0.45089999999999997,0.3261,0.0648,0.7185,1
0.011800000000000001,0.9053,0.3341,0.2855,0
0.0372,0.3665,0.2956,0.4737,0
0.22399999999999998,0.8395,0.253,0.324,1
0.0416,0.9135,0.4464,0.2122,1
0.7358,0.11460000000000001,0.3756,0.1758,0
0.4129,0.26539999999999997,0.11710000000000001,0.8751,1
0.1558,0.9544,0.7951,0.48050000000000004,0
0.19979999999999998,0.37129999999999996,0.5392,0.6791,1
0.3728,0.051500000000000004,0.6199,0.0596,1
0.4517,0.5525,0.2188,0.9369000000000001,1
0.42610000000000003,0.050699999999999995,0.2979,0.8208,0
0.2177,0.24930000000000002,0.9072,0.07189999999999999,1
0.4583,0.6625,0.7581,0.1933,1
0.9564,0.2687,0.0217,0.8375,1
0.4282,0.0691,0.734,0.0949,1
0.5599000000000001,0.26080000000000003,0.3487,0.4263,1
0.0983,0.4316,0.4195,0.6189,1
0.2374,0.4504,0.9729,0.1057,0
0.3134,0.992,0.2976,0.6,0
0.7034,0.9639,0.8988,0.257,1
0.7352,0.4714,0.5843,0.968,1
0.47450000000000003,0.4486,0.7583,0.2052,1
0.011099999999999999,0.2107,0.2331,0.33140000000000003,1
0.5882000000000001,0.0638,0.3274,0.0293,1
0.8184,0.7764,0.8561,0.546,1
0.7291,0.3389,0.31889999999999996,0.6209,1
0.3502,0.5549,0.2373,0.1182,1
0.571,0.8384,0.060399999999999995,0.6172,0
0.584,0.2021,0.3346,0.16920000000000002,1
0.12580000000000002,0.053099999999999994,0.2198,0.4796,0
0.1123,0.6764,0.7988999999999999,0.3427,1
0.027200000000000002,0.4442,0.6980999999999999,0.9082,0
0.4021,0.9886,0.0747,0.478,1
0.9731,0.1086,0.17470000000000002,0.9906,0
0.0996,0.7286,0.0871,0.08990000000000001,1
0.9958,0.1028,0.5581,0.9642999999999999,1
0.3984,0.8933,0.3714,0.6975,0
0.8438,0.067,0.7758,0.243,1
0.5494,0.5323,0.2545,0.8258,0
0.5116,0.425,0.9166,0.401,1
0.3069,0.2509,0.3585,0.0698,0
0.8829,0.0987,0.7291,0.1429,0
0.4767,0.6704,0.2661,0.9515,1
0.5191,0.37429999999999997,0.8763,0.8921,1
0.7608,0.5251,0.6588,0.4302,1
0.8634999999999999,0.2839,0.1473,0.5265,0
0.778,0.2017,0.6189,0.8314,0
0.5132,0.6248,0.0344,0.9618,0
0.4793,0.1699,0.0759,0.6485,0
0.7604,0.5289,0.7003,0.7343999999999999,1
0.17709999999999998,0.9365,0.5639,0.1419,1
0.3,0.3174,0.3779,0.47550000000000003,1
0.055900000000000005,0.8672,0.5632,0.9101,0
0.8603000000000001,0.2252,0.6741,0.18180000000000002,0
0.3462,0.4635,0.6953,0.6403,0
0.5242,0.4673,0.0815,0.4859,0
0.3066,0.4545,0.9607,0.059,0
0.6788,0.0314,0.2393,0.7104,0
0.7824,0.3722,0.0188,0.6992,0
0.8553,0.5279,0.1341,0.3487,1
0.38480000000000003,0.1132,0.2369,0.4739,0
0.203,0.40759999999999996,0.4788,0.7567,1
0.27449999999999997,0.35960000000000003,0.8643,0.2061,1
0.979,0.8639,0.9689,0.2649,1
0.1186,0.6299,0.2237,0.2022,0
0.22970000000000002,0.7785,0.9778,0.6211,0
0.0395,0.1633,0.2532,0.6745,0
0.7876,0.1385,0.5244,0.6616,0
0.27990000000000004,0.7997,0.08349999999999999,0.3231,1
0.8190999999999999,0.4578,0.0237,0.3752,0
0.8619,0.5141,0.5866,0.6645,1
0.4137,0.8679,0.4103,0.0707,0
0.7403,0.2868,0.9962,0.763,0
0.1325,0.709,0.7201,0.1899,0
0.8179,0.5464,0.7659,0.8613999999999999,1
0.002,0.6474,0.1054,0.4159,1
0.7211,0.5096,0.8046,0.036000000000000004,1
0.17459999999999998,0.5749,0.5629,0.121,0
0.4169,0.3613,0.1101,0.4082,1
0.36419999999999997,0.8025,0.363,0.8681,1
0.5961,0.3654,0.6061,0.6312,1
0.2086,0.352,0.2804,0.637,0
0.2409,0.6805,0.6816,0.34199999999999997,1
0.9105,0.4698,0.2491,0.6794,1
0.9518,0.8625,0.5296,0.0211,1
0.866,0.8405,0.9892,0.4246,1
0.4155,0.7847999999999999,0.8862,0.2293,1
0.5028,0.3605,0.4894,0.6559,1
0.864,0.9751,0.1854,0.5123,1
0.2172,0.7481,0.9639,0.256,1
0.4937,0.178,0.4575,0.35009999999999997,0
0.1251,0.7116,0.051500000000000004,0.17959999999999998,0
0.5966,0.2882,0.5267999999999999,0.4117,1
0.3261,0.8764,0.575,0.9551000000000001,0
0.5841000000000001,0.6662,0.1921,0.027299999999999998,1
0.5128,0.1775,0.137,0.9383,1
0.18059999999999998,0.2485,0.1106,0.23120000000000002,0
0.0553,0.9689,0.1925,0.7451,0
0.8068,0.7964,0.0465,0.9494,1
0.13940000000000002,0.6665,0.010100000000000001,0.7764,0
0.5791999999999999,0.0869,0.9969,0.9026,0
0.1432,0.35,0.1081,0.5154,0
0.4082,0.8438,0.4602,0.5838,0
0.2012,0.377,0.3383,0.3234,1
0.39749999999999996,0.7315,0.7739,0.22649999999999998,1
0.8214,0.7332,0.7756,0.7913,1
0.1158,0.7898000000000001,0.0178,0.0293,0
0.4978,0.5347999999999999,0.9707,0.31320000000000003,0
0.3417,0.2737,0.44830000000000003,0.0271,1
0.4931,0.8276,0.9215,0.4414,0
0.5676,0.9823999999999999,0.8143,0.9039,1
0.3503,0.5886,0.33030000000000004,0.7521,0
0.8879,0.8081,0.1876,0.7358,0
0.24109999999999998,0.6219,0.3248,0.4095,0
0.8956,0.4204,0.1346,0.11699999999999999,0
0.9538,0.8652,0.8448,0.3472,1
0.8638,0.7086,0.1545,0.3764,0
0.1849,0.4747,0.3187,0.0048000000000000004,1
0.7966,0.852,0.31379999999999997,0.6233,0
0.8069999999999999,0.9390000000000001,0.0935,0.8549,1
0.9041,0.6602,0.9197,0.17370000000000002,1
0.9574,0.3896,0.3135,0.5351,1
0.6724,0.13069999999999998,0.8885,0.505,1
0.11549999999999999,0.22010000000000002,0.595,0.2587,0
0.9835,0.011300000000000001,0.1936,0.26,1
0.8196,0.1046,0.8925,0.3206,1
0.6705,0.5179,0.4041,0.9823,1
0.3106,0.5149,0.41059999999999997,0.9384,1
0.4861,0.2629,0.8624,0.19990000000000002,1
0.1835,0.8745,0.2808,0.3702,0
0.7093,0.8757,0.49119999999999997,0.1963,1
0.0807,0.5621,0.9916,0.2389,1
0.5183,0.762,0.5699,0.3076,0
0.5626,0.0746,0.2388,0.25780000000000003,1
0.8172,0.9397,0.0737,0.8663,0
0.5588,0.7995,0.9439,0.1,1
